NatEmis,Province,Official_Institution_Name,STATUS,Sector,Phase_PED,Specialisation,GIS_Long,GIS_Lat,District Mun Name,Local MunName,Ward_ID,StreetAddress,Telephones,Telephone,Section21,School Fees,Urban_Rural,Towns/suburb,suburb_Latitude,suburb_longitude,Distance
700926047,Gt,Zivuseni Primary School,Open,Public,Primary School,Ordinary,28.724930074,-25.676500429,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900104,"447, Section A, Ekangala, , Ekangala",719816283,719816283,Yes,No,Urban,Ekangala,-25.6983333,28.7530556,49.70229455245308
700919000,Gt,Refentse Primary School,Open,Public,Primary School,Ordinary,28.166904441,-25.406419406,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900095,"1, Rdp Refentse, Stinkwater, Hammanskraal, Pretoria",716568318,716568318,Yes,No,Urban,Hammanskraal,-25.4083333,28.2872222,40.34093843076489
700231571,Gt,Central Islamic School,Open,Independent,Combined School,Ordinary,28.10009417,-25.78957423,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900061,"330, Turquoise Street, , Laudium, Pretoria",123744647,123744647,No,Yes,Urban,Laudium,-25.7877778,28.1022222,14.23463991014775
700400979,Gt,Asamaths Institute Of Learning-Pretoria,Open,Independent,Combined School,Ordinary,28.048789,-25.492817,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900012,"1287, 7Th Road, Winterveldt, Pretoria",127258044,127258044,No,Yes,Urban,Winterveldt,-25.48843435,28.07315823773349,35.67367117424753
700210013,Gt,Onverwacht Primary School,Open,Public,Primary School,Ordinary,28.598432,-25.60302,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900100,"0134, Stand, Onverwacht, Cullinan, Pretoria",127320489,127320489,Yes,No,Urban,Cullinan,-25.670556,28.528889,40.25056189416016
700230193,Gt,Capital Park Primary School,Open,Public,Primary School,Ordinary,28.188304066,-25.727892206,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900001,"290, Paul Kruger Str, Capital Park, Capital Park, Pretoria",123231436,123231436,Yes,Yes,Urban,Capital Park,-25.7241667,28.1877778,6.53577015272023
700241034,Gt,Ntsha Peu Primary School,Open,Public,Primary School,Ordinary,28.10281523,-25.50818334,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900033,"294, Block F, Soshanguve, Pretoria",127991612,127991612,Yes,No,Rural,Soshanguve,-25.5263889,28.0994444,31.5402975102407
700232421,Gt,Laerskool Pierneef,Open,Public,Primary School,Ordinary,28.229275624,-25.721557492,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900084,"940, Pierneefsteet, Villieria, , Pretoria",123292369,123292369,Yes,Yes,Urban,Villieria,-25.7161111,28.2355556,4.873344273080447
700911084,Gt,Mapenane Secondary School,Open,Public,Secondary School,Ordinary,27.98330723,-25.58852131,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900030,"193, Senne Street, Zone 16, Ga-Rankuwa, Pretoria",127035453,127035453,Yes,No,Urban,Ga-Rankuwa,-25.6041667,28.0052778,32.26378826375067
700400956,Gt,Advtech Copperleaf Academy,Open,Independent,Combined School,Ordinary,28.052161,-25.887216,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900048,", Portion 1 No 385, Knopjeslaagte, Mnandi, Centurion",120033090,120033090,No,Yes,Urban,Knopjeslaagte,-25.8713600973,28.0715932031,23.16449025258919
700241042,Gt,Onderstepoort Primary School,Open,Public,Primary School,Ordinary,28.17938301,-25.63860643,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900096,"99, Soutpan Road, Onderstepoort, Pretoria",129439881,129439881,Yes,No,Urban,Onderstepoort,-25.6513746,28.17938670152091,15.19841673392236
700911707,Gt,Rakale Thabong Primary School,Open,Public,Primary School,Ordinary,28.009371664,-25.594778751,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900032,"4222, Khunou Street, Zone 3, Ga - Rankuwa, Pretoria",720385650,720385650,Yes,No,Urban,Ga-Rankuwa,-25.6041667,28.0052778,29.77780475898687
700914252,Gt,Lucas Motshabanosi Secondary School,Open,Public,Combined School,Ordinary,28.07557297,-25.48567599,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900009,"1607, Jakkies Road, Winterveldt, Mabopane, Pretoria",127042017,127042017,Yes,No,Urban,Winterveldt,-25.48843435,28.07315823773349,35.00275216223982
700212209,Gt,Maragon Private School Olympus,Open,Independent,Combined School,Ordinary,28.32793014,-25.80623601,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900101,"7, Atterbury Road, , Olympus, Pretoria",129910756,129910756,No,Yes,Urban,Olympus  Ah,-25.8067289596,28.351772125,10.01497332064758
700232017,Gt,Motsweding Primary School,Open,Public,Primary School,Ordinary,28.0605519,-25.78293436,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900072,"4, Cnr Ntsu & Padi, Saulsville, , Pretoria",123755512,123755512,Yes,No,Urban,Saulsville,-25.7702778,28.0547222,18.04466934077143
700230839,Gt,Laerskool Eben Swemmer,Open,Public,Primary School,Ordinary,28.21104995,-25.71800451,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900053,"639, Frederika Street, Gezina, , Pretoria",123359190,123359190,Yes,Yes,Rural,Gezina,-25.7177778,28.2097222,5.889057040833691
700400798,Gt,Thornridge Secondary School,Open,Public,Secondary School,Ordinary,28.243157,-25.664492,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900005,"20, Cnr Dr Swanepoel Road And Jeugd Road, Christiaanville Ah, Montana, Pretoria",125343754,125343754,Yes,No,Urban,Christiaanville Ah,-25.67410928573764,28.24368415071606,11.09708136370443
700400845,Gt,Reddford House,Open,Independent,Combined School,Ordinary,28.361062,-25.87148,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900091,"489/490, Garsfontein Road, The Hills Eco Golf Estate, The Hills Extension 4, Pretoria",100600757,100600757,No,Yes,Urban,The Hills Eco Golf Estate,-25.8717544843,28.3601117134,17.00789467379836
700220426,Gt,Laerskool Voorpos,Open,Public,Primary School,Ordinary,28.259277127,-25.702387714,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900052,"1354, Cunningham Avenue, Waverley, Pretoria",123322534,123322534,Yes,Yes,Rural,Waverley,-25.701,28.256,7.177713913821667
700220954,Gt,F.F. Ribeiro Primary School,Open,Public,Primary School,Ordinary,28.344338132,-25.714122677,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900006,"285, Shabangu Street, Mamelodi West, Mamelodi, Pretoria",128054150,128054150,Yes,No,Urban,Mamelodi West,-25.7083622,28.3478165,11.9309538997391
700220392,Gt,Laerskool Totiusdal,Open,Public,Primary School,Ordinary,28.246431212,-25.701855754,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900052,"1211, Cunninghamlaan, Waverley, , Pretoria",123321745,123321745,Yes,Yes,Urban,Waverley,-25.701,28.256,6.987787891963655
700911336,Gt,Molefe Mooke Primary School,Open,Public,Primary School,Ordinary,28.192964884,-25.383021728,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900008,"146, Seabe Section, Dilopye, Hammanskraal, Pretoria",127104004,127104004,Yes,No,Urban,Dilopye,-25.3822222,28.1933333,42.52740999571159
700232256,Gt,St Annes Primary School,Open,Public,Primary School,Ordinary,28.087015764,-25.763062975,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900051,"9, Khoza Str, Atteridgeville, Pretoria",123738488,123738488,Yes,No,Urban,Atteridgeville,-25.7629818,28.0748568,15.27765359544819
700910845,Gt,Lekgalong Primary School,Open,Public,Primary School,Ordinary,27.97899699,-25.61515603,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900031,"1144, Maseloane, Zone 1, Ga-Rankuwa, Pretoria",607196451,607196451,Yes,No,Urban,Ga-Rankuwa,-25.6041667,28.0052778,30.9325171817855
700912016,Gt,Soshangaan Primary School,Open,Public,Primary School,Ordinary,28.068181739,-25.500739654,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900012,"2018, Block A, Mabopane, Pretoria",128813278,128813278,Yes,No,Urban,Mabopane,-25.5080556,28.0680556,33.90834522381063
700241349,Gt,Thakgalang Junior Secondary School,Open,Public,Combined School,Ordinary,28.130237729,-25.485150177,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900088,"1088, Block P, Soshanguve, Pretoria",127120070,127120070,Yes,No,Urban,Soshanguve,-25.5263889,28.0994444,32.83872965822377
700911120,Gt,Marula Primary School,Open,Public,Primary School,Ordinary,28.069899189,-25.507244213,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900021,"2027, Maloka, Mabopane, , Pretoria",127013570,127013570,Yes,No,Urban,Mabopane,-25.5080556,28.0680556,33.20022058078424
700221226,Gt,La Montagne Primary School,Open,Public,Primary School,Ordinary,28.32407533,-25.74527015,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900041,"270, Luctor Avenue, La Montagne, , Pretoria",128038548,128038548,Yes,Yes,Urban,La Montagne,-25.7488,28.3214,8.770493858519167
700241414,Gt,Tlamaganyo Primary School,Open,Public,Primary School,Ordinary,28.103507554,-25.480441582,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900026,"1121, Block Ff, Soshanguve, Pretoria",127981330,127981330,Yes,No,Urban,Soshanguve,-25.5263889,28.0994444,34.30709489849728
700210757,Gt,Laerskool Menlopark,Open,Public,Primary School,Ordinary,28.255107393,-25.767480589,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900082,"86, 10Th Street, Menlopark, Pretoria",124607201,124607201,Yes,Yes,Urban,Menlo Park,-25.769851,28.259971,1.617514666554291
700241208,Gt,Rhulani Primary School,Open,Public,Combined School,Ordinary,28.109473925,-25.516546648,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900034,"240, Block H, Soshanguve, Pretoria",827943227,827943227,Yes,No,Urban,Soshanguve,-25.5263889,28.0994444,30.41573241179094
700914035,Gt,Ramotse Primary School,Open,Public,Primary School,Ordinary,28.291505841,-25.343457136,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900073,"1900, Rakobo, Ramotse, Hammanskraal, Pretoria",128820967,128820967,Yes,No,Urban,Ramotse,-25.3658333,28.2908333,46.94875797763124
700910652,Gt,Kekana Primary School,Open,Public,Primary School,Ordinary,28.24848222,-25.35511942,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900076,"4609, Majaneng, Majaneng, Hammanskraal, Pretoria",659812812,659812812,Yes,No,Urban,Majaneng,-25.3572222,28.24,45.37217142209009
700911799,Gt,Refitlhile Primary School,Open,Public,Primary School,Ordinary,28.264701453,-25.387486082,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900074,"1823, Unit 1, Temba, Hammanskraal, Pretoria",129439221,129439221,Yes,No,Urban,Temba,-25.3802778,28.2630556,41.8551442275509
700910881,Gt,Lesolang Primary School,Open,Public,Primary School,Ordinary,27.999699684,-25.605085313,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900031,"6174, Kgotleng, Ga-Rankuwa, Pretoria",127034733,127034733,Yes,Yes,Urban,Ga-Rankuwa,-25.6041667,28.0052778,29.84586517286377
700910895,Gt,Letlotlo Primary School,Open,Public,Secondary School,Ordinary,28.073176,-25.502771,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900012,"2025, Block A, Mabopane, Pretoria",129709188,129709188,Yes,No,Urban,Mabopane,-25.5080556,28.0680556,33.46160528334961
700400366,Gt,St Aquinas-Pretoria Campus,Open,Independent,Combined School,Ordinary,28.19189,-25.7477,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900058,"277, Pretorius Street, , Pretoria",127632200,127632200,No,Yes,Urban,Pretoria Central,-25.7518426,28.1899743,5.111563437296902
700230268,Gt,Hamilton Primary School,Open,Public,Primary School,Ordinary,28.19471117,-25.75162393,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900080,"338, Visagie, Pretoria Central, Pretoria",123226567,123226567,Yes,Yes,Urban,Pretoria Central,-25.7518426,28.1899743,4.698548654020517
700231779,Gt,Isaac More Primary School,Open,Public,Primary School,Ordinary,28.08038263,-25.77377635,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900051,"01, Cnr Mathe And Mohlabi Streets, Atteridgeville, Pretoria",123738438,123738438,Yes,No,Urban,Atteridgeville,-25.7629818,28.0748568,15.97378716722349
700910367,Gt,Fatlhogang Primary School,Open,Public,Primary School,Ordinary,28.169609921,-25.395823718,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900013,"4832, Block B, Refentse, Hammanskraal, Pretoria",127154007,127154007,Yes,No,Urban,Refentse,-26.7226435,27.0278578,41.44929507861136
700911541,Gt,Ntswane Secondary School,Open,Public,Secondary School,Ordinary,28.188501138,-25.392713213,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900013,"495, Hammanskraal/Mabopane Road, Dilopye Village, Hammanskraal, Pretoria",681176426,681176426,Yes,No,Urban,Dilopye,-25.3822222,28.1933333,41.51314777844014
700232082,Gt,Patogeng Primary School,Open,Public,Primary School,Ordinary,28.06976665,-25.77923576,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900062,"30, Khudu Street, Atteridgeville, Pretoria",123738810,123738810,Yes,No,Urban,Atteridgeville,-25.7629818,28.0748568,17.08305348500592
700210682,Gt,Laerskool Du Preez Van Wyk,Open,Public,Primary School,Ordinary,28.737923673,-25.809445137,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900105,"48, Botha Street, Erasmus, Bronkhorstspruit, Bronkhorstspruit",139320078,139320078,Yes,Yes,Urban,Erasmus,-25.60898524,28.05938387,50.25686896195923
700220996,Gt,Pula-Difate Primary School,Open,Public,Primary School,Ordinary,28.37614253,-25.71251805,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900023,"13416, Tsamaya Road, Mamelodi, Mamelodi, Pretoria",128126045,128126045,Yes,No,Urban,Mamelodi,-25.7158053,28.3808295,14.89358721588006
700231803,Gt,Jj De Jong Primary Shcool School,Open,Public,Primary School,Ordinary,28.07813709,-25.76351144,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900051,"25, Tlale Street, Atteridgeville, Pretoria",123738613,123738613,Yes,No,Urban,Atteridgeville,-25.7629818,28.0748568,16.16780627084927
700221036,Gt,Rethakgetse Primary School,Open,Public,Primary School,Ordinary,28.39042,-25.706322,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900018,"15674, Second Street, Mamelodi East, Mamelodi, Pretoria",128150063,128150063,Yes,No,Urban,Mamelodi,-25.7158053,28.3808295,16.48076124535022
700910126,Gt,Bodubelo Primary School,Open,Public,Primary School,Ordinary,27.976656754,-25.587639725,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900030,"1, Mokgoko Street, Zone 16, Ga-Rankuwa, Pretoria",127033486,127033486,Yes,No,Urban,Ga-Rankuwa,-25.6041667,28.0052778,32.85632785489985
700232090,Gt,Pepps Motheong Primary School,Open,Independent,Primary School,Ordinary,28.087636,-25.763461,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900051,"3, Khoza Street, , Atteridgeville, Pretoria",123736201,123736201,No,Yes,Urban,Atteridgeville,-25.7629818,28.0748568,15.21498228862088
700910825,Gt,Leboneng Primary School,Open,Public,Primary School,Ordinary,28.265008334,-25.36607234,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900075,"3249, Leboneng, Temba, , Hammaskraal",129439207,129439207,Yes,No,Urban,Temba,-25.3802778,28.2630556,44.22495294704271
700230854,Gt,Erasmia Primary School,Open,Public,Primary School,Ordinary,28.09598173,-25.8138671,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900061,"570, Cnr Eli & Bodenstein, Erasmia, Erasmia, Centurion",123702450,123702450,Yes,Yes,Urban,Erasmia,-25.8123747,28.0944415,15.37556438609733
700230318,Gt,Hoër Tegniese Skool Pretoria-Tuine,Open,Public,Secondary School,Technical,28.13206386,-25.7186582,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900055,"1025, Commercial Street, Pretoria-Tuine, , Pretoria",123792181,123792181,Yes,Yes,Urban,Pretoria Central,-25.7518426,28.1899743,11.90266710264594
700910568,Gt,Itireleng Primary School,Open,Public,Primary School,Ordinary,28.264548197,-25.373896635,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900074,"2474, Babelegi Road, Temba, Hammanskraal, Pretoria",661820390,661820390,Yes,No,Urban,Temba,-25.3802778,28.2630556,43.35696450808199
700230904,Gt,Laerskool Jopie Fourie,Open,Public,Primary School,Ordinary,28.184810067,-25.763483926,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900060,"283, 5Th Avenue, Salvokop, Pretoria",813867552,813867552,Yes,Yes,Urban,Salvokop,-25.7611111,28.1861111,5.467657910942025
700232157,Gt,Pretoria Muslim School,Open,Independent,Combined School,Ordinary,28.0947656,-25.79649713,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900061,"1, Corundum Street, , Laudium, Pretoria",123743185,123743185,No,Yes,Urban,Laudium,-25.7877778,28.1022222,14.92169126426746
700911556,Gt,Nm Tsuene High School,Open,Public,Secondary School,Ordinary,28.0182321,-25.59546511,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900032,"4221, Motsuminyana Street, , Ga-Rankuwa, Pretoria",780147442,780147442,Yes,No,Urban,Ga-Rankuwa,-25.6041667,28.0052778,29.044604557402
