NatEmis,Province,Official_Institution_Name,STATUS,Sector,Phase_PED,Specialisation,GIS_Long,GIS_Lat,District Mun Name,Local MunName,Ward_ID,Town_City,StreetAddress,Telephone,Section21,School Fees,Urban_Rural,Town_Suburb,Towns/suburb,suburb_coordinates
700400340,GT,QUEENS PRIVATE SCHOOL,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.16205,-25.74829,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900060,PRETORIA,"310, CHURCH STREET, , PRETORIA",123276714,NO,Yes,URBAN,PRETORIA CENTRAL,Pretoria Central,"(-25.7518426, 28.1899743)"
700230771,GT,LAERSKOOL BERGSIG,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.166785281,-25.69968456,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900054,PRETORIA,"336, IRVINE LAAN, , MOUNTAIN VIEW, PRETORIA",123791455,YES,Yes,URBAN,PRETORIA CENTRAL,Pretoria Central,"(-25.7518426, 28.1899743)"
700401117,GT,TRINITYHOUSE HERITAGE HILL,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.181383,-25.898719,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900065,CENTURION,"1, HERITAGE HILL BOULEVARD,  HERITAGE HILL, CENTURION, CENTURION",120031395,NO,Yes,URBAN,HERITAGE HILL,Heritage Hill,"(-25.9079089, 28.1758447)"
700220129,GT,DEUTSCHE SCHULE PRETORIA,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.32869677,-25.7489607,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900041,PRETORIA,"0, SIMON VERMOOTEN ROAD, , THE WILLOWS, PRETORIA",128034106,NO,Yes,URBAN,THE WILLOWS,The Willows,"(-25.7524129, 28.3491169)"
700910214,GT,BOTSALO PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.05568188,-25.509051381,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900021,PRETORIA,"4555, BLOCK B, MABOPANE, PRETORIA",127023800,YES,No,URBAN,MABOPANE,Mabopane,"(-25.5080556, 28.0680556)"
700220095,GT,CHRISTIAN BROTHERS' COLLEGE MOUNT EDMUND,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.26882144,-25.73639805,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900046,SILVERTON,"106, PRETORIA ROAD, , WEAVIND PARK, SILVERTON",128041801,NO,Yes,URBAN,weavind park,Weavind Park,"(-25.73172, 28.27257)"
700926047,GT,ZIVUSENI PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.724930074,-25.676500429,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900104,EKANGALA,"447, SECTION A, EKANGALA, , EKANGALA",719816283,YES,No,URBAN,EKANGALA,Ekangala,"(-25.6983333, 28.7530556)"
700919000,GT,REFENTSE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.166904441,-25.406419406,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900095,PRETORIA,"1, RDP REFENTSE, STINKWATER, HAMMANSKRAAL, PRETORIA",716568318,YES,No,URBAN,HAMMANSKRAAL,Hammanskraal,"(-25.4083333, 28.2872222)"
700231571,GT,CENTRAL ISLAMIC SCHOOL,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.10009417,-25.78957423,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900061,PRETORIA,"330, TURQUOISE STREET, , LAUDIUM, PRETORIA",123744647,NO,Yes,URBAN,LAUDIUM,Laudium,"(-25.7877778, 28.1022222)"
700400979,GT,ASAMATHS INSTITUTE OF LEARNING-PRETORIA,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.048789,-25.492817,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900012,PRETORIA,"1287, 7TH ROAD, WINTERVELDT, PRETORIA",127258044,NO,Yes,URBAN,WINTERVELDT,Winterveldt,"(-25.48843435, 28.07315823773349)"
700210013,GT,ONVERWACHT PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.598432,-25.60302,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900100,PRETORIA,"0134, STAND, ONVERWACHT, CULLINAN, PRETORIA",127320489,YES,No,URBAN,CULLINAN,Cullinan,"(-25.670556, 28.528889)"
700230193,GT,CAPITAL PARK PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.188304066,-25.727892206,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900001,PRETORIA,"290, PAUL KRUGER STR, CAPITAL PARK, CAPITAL PARK, PRETORIA",123231436,YES,Yes,URBAN,CAPITAL PARK,Capital Park,"(-25.7241667, 28.1877778)"
700241034,GT,NTSHA PEU PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.10281523,-25.50818334,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900033,PRETORIA,"294, BLOCK F, SOSHANGUVE, PRETORIA",127991612,YES,No,RURAL,SOSHANGUVE,Soshanguve,"(-25.5263889, 28.0994444)"
700232421,GT,LAERSKOOL PIERNEEF,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.229275624,-25.721557492,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900084,PRETORIA,"940, PIERNEEFSTEET, VILLIERIA, , PRETORIA",123292369,YES,Yes,URBAN,VILLIERIA,Villieria,"(-25.7161111, 28.2355556)"
700911084,GT,MAPENANE SECONDARY SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,27.98330723,-25.58852131,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900030,PRETORIA,"193, SENNE STREET, ZONE 16, GA-RANKUWA, PRETORIA",127035453,YES,No,URBAN,GA-RANKUWA,Ga-Rankuwa,"(-25.6041667, 28.0052778)"
700400956,GT,ADVTECH COPPERLEAF ACADEMY,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.052161,-25.887216,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900048,CENTURION,", PORTION 1 NO 385, KNOPJESLAAGTE, MNANDI, CENTURION",120033090,NO,Yes,URBAN,KNOPJESLAAGTE,Knopjeslaagte,"(-25.8713600973, 28.0715932031)"
700241042,GT,ONDERSTEPOORT PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.17938301,-25.63860643,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900096,PRETORIA,"99, SOUTPAN ROAD, ONDERSTEPOORT, PRETORIA",129439881,YES,No,URBAN,ONDERSTEPOORT,Onderstepoort,"(-25.6513746, 28.17938670152091)"
700911707,GT,RAKALE THABONG PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.009371664,-25.594778751,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900032,PRETORIA,"4222, KHUNOU STREET, ZONE 3, GA - RANKUWA, PRETORIA",720385650,YES,No,URBAN,GA-RANKUWA,Ga-Rankuwa,"(-25.6041667, 28.0052778)"
700914252,GT,LUCAS MOTSHABANOSI SECONDARY SCHOOL,OPEN,PUBLIC,COMBINED SCHOOL,ORDINARY,28.07557297,-25.48567599,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900009,PRETORIA,"1607, JAKKIES ROAD, WINTERVELDT, MABOPANE, PRETORIA",127042017,YES,No,URBAN,WINTERVELDT,Winterveldt,"(-25.48843435, 28.07315823773349)"
700212209,GT,MARAGON PRIVATE SCHOOL OLYMPUS,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.32793014,-25.80623601,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900101,PRETORIA,"7, ATTERBURY ROAD, , OLYMPUS, PRETORIA",129910756,NO,Yes,URBAN,OLYMPUS  AH,Olympus  Ah,"(-25.8067289596, 28.351772125 )"
700232017,GT,MOTSWEDING PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.0605519,-25.78293436,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900072,PRETORIA,"4, CNR NTSU & PADI, SAULSVILLE, , PRETORIA",123755512,YES,No,URBAN,SAULSVILLE,Saulsville,"(-25.7702778, 28.0547222)"
700230839,GT,LAERSKOOL EBEN SWEMMER,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.21104995,-25.71800451,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900053,PRETORIA,"639, FREDERIKA STREET, GEZINA, , PRETORIA",123359190,YES,Yes,RURAL,GEZINA,Gezina,"(-25.7177778, 28.2097222)"
700400798,GT,THORNRIDGE SECONDARY SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.243157,-25.664492,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900005,PRETORIA,"20, CNR DR SWANEPOEL ROAD AND JEUGD ROAD, CHRISTIAANVILLE AH, MONTANA, PRETORIA",125343754,YES,No,URBAN,CHRISTIAANVILLE AH,Christiaanville Ah,"(-25.67410928573764, 28.24368415071606)"
700400845,GT,REDDFORD HOUSE,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.361062,-25.87148,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900091,PRETORIA,"489/490, GARSFONTEIN ROAD, THE HILLS ECO GOLF ESTATE, THE HILLS EXTENSION 4, PRETORIA",100600757,NO,Yes,URBAN,THE HILLS ECO GOLF ESTATE,The Hills Eco Golf Estate,"(-25.8717544843, 28.3601117134)"
700220426,GT,LAERSKOOL VOORPOS,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.259277127,-25.702387714,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900052,PRETORIA,"1354, CUNNINGHAM AVENUE, WAVERLEY, PRETORIA",123322534,YES,Yes,RURAL,WAVERLEY,Waverley,"(-25.7010, 28.2560)"
700220954,GT,F.F. RIBEIRO PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.344338132,-25.714122677,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900006,PRETORIA,"285, SHABANGU STREET, MAMELODI WEST, MAMELODI, PRETORIA",128054150,YES,No,URBAN,MAMELODI WEST,Mamelodi West,"(-25.7083622, 28.3478165)"
700220392,GT,LAERSKOOL TOTIUSDAL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.246431212,-25.701855754,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900052,PRETORIA,"1211, CUNNINGHAMLAAN, WAVERLEY, , PRETORIA",123321745,YES,Yes,URBAN,WAVERLEY,Waverley,"(-25.7010, 28.2560)"
700911336,GT,MOLEFE MOOKE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.192964884,-25.383021728,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900008,PRETORIA,"146, SEABE SECTION, DILOPYE, HAMMANSKRAAL, PRETORIA",127104004,YES,No,URBAN,DILOPYE,Dilopye,"(-25.3822222, 28.1933333)"
700232256,GT,ST ANNES PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.087015764,-25.763062975,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900051,PRETORIA,"9, KHOZA STR, ATTERIDGEVILLE, PRETORIA",123738488,YES,No,URBAN,ATTERIDGEVILLE,Atteridgeville,"(-25.7629818, 28.0748568)"
700910845,GT,LEKGALONG PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,27.97899699,-25.61515603,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900031,PRETORIA,"1144, MASELOANE, ZONE 1, GA-RANKUWA, PRETORIA",607196451,YES,No,URBAN,GA-RANKUWA,Ga-Rankuwa,"(-25.6041667, 28.0052778)"
700912016,GT,SOSHANGAAN PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.068181739,-25.500739654,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900012,PRETORIA,"2018, BLOCK A, MABOPANE, PRETORIA",128813278,YES,No,URBAN,MABOPANE,Mabopane,"(-25.5080556, 28.0680556)"
700241349,GT,THAKGALANG JUNIOR SECONDARY SCHOOL,OPEN,PUBLIC,COMBINED SCHOOL,ORDINARY,28.130237729,-25.485150177,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900088,PRETORIA,"1088, BLOCK P, SOSHANGUVE, PRETORIA",127120070,YES,No,URBAN,SOSHANGUVE,Soshanguve,"(-25.5263889, 28.0994444)"
700911120,GT,MARULA PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.069899189,-25.507244213,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900021,PRETORIA,"2027, MALOKA, MABOPANE, , PRETORIA",127013570,YES,No,URBAN,MABOPANE,Mabopane,"(-25.5080556, 28.0680556)"
700221226,GT,LA MONTAGNE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.32407533,-25.74527015,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900041,PRETORIA,"270, LUCTOR AVENUE, LA MONTAGNE, , PRETORIA",128038548,YES,Yes,URBAN,LA MONTAGNE,La Montagne,"(-25.7488, 28.3214)"
700241414,GT,TLAMAGANYO PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.103507554,-25.480441582,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900026,PRETORIA,"1121, BLOCK FF, SOSHANGUVE, PRETORIA",127981330,YES,No,URBAN,SOSHANGUVE,Soshanguve,"(-25.5263889, 28.0994444)"
700210757,GT,LAERSKOOL MENLOPARK,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.255107393,-25.767480589,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900082,PRETORIA,"86, 10TH STREET, MENLOPARK, PRETORIA",124607201,YES,Yes,URBAN,MENLO PARK,Menlo Park,"(-25.769851, 28.259971)"
700241208,GT,RHULANI PRIMARY SCHOOL,OPEN,PUBLIC,COMBINED SCHOOL,ORDINARY,28.109473925,-25.516546648,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900034,PRETORIA,"240, BLOCK H, SOSHANGUVE, PRETORIA",827943227,YES,No,URBAN,SOSHANGUVE,Soshanguve,"(-25.5263889, 28.0994444)"
700914035,GT,RAMOTSE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.291505841,-25.343457136,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900073,PRETORIA,"1900, RAKOBO, RAMOTSE, HAMMANSKRAAL, PRETORIA",128820967,YES,No,URBAN,RAMOTSE,Ramotse,"(-25.3658333, 28.2908333)"
700910652,GT,KEKANA PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.24848222,-25.35511942,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900076,PRETORIA,"4609, MAJANENG, MAJANENG, HAMMANSKRAAL, PRETORIA",659812812,YES,No,URBAN,MAJANENG,Majaneng,"(-25.3572222, 28.24)"
700911799,GT,REFITLHILE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.264701453,-25.387486082,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900074,PRETORIA,"1823, UNIT 1, TEMBA, HAMMANSKRAAL, PRETORIA",129439221,YES,No,URBAN,TEMBA,Temba,"(-25.3802778, 28.2630556)"
700910881,GT,LESOLANG PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,27.999699684,-25.605085313,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900031,PRETORIA,"6174, KGOTLENG, GA-RANKUWA, PRETORIA",127034733,YES,Yes,URBAN,GA-RANKUWA,Ga-Rankuwa,"(-25.6041667, 28.0052778)"
700910895,GT,LETLOTLO PRIMARY SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.073176,-25.502771,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900012,PRETORIA,"2025, BLOCK A, MABOPANE, PRETORIA",129709188,YES,No,URBAN,MABOPANE,Mabopane,"(-25.5080556, 28.0680556)"
700400366,GT,ST AQUINAS-PRETORIA CAMPUS,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.19189,-25.7477,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900058,PRETORIA,"277, PRETORIUS STREET, , PRETORIA",127632200,NO,Yes,URBAN,PRETORIA CENTRAL,Pretoria Central,"(-25.7518426, 28.1899743)"
700230268,GT,HAMILTON PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.19471117,-25.75162393,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900080,PRETORIA,"338, VISAGIE, PRETORIA CENTRAL, PRETORIA",123226567,YES,Yes,URBAN,PRETORIA CENTRAL,Pretoria Central,"(-25.7518426, 28.1899743)"
700231779,GT,ISAAC MORE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.08038263,-25.77377635,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900051,PRETORIA,"01, CNR MATHE AND MOHLABI STREETS, ATTERIDGEVILLE, PRETORIA",123738438,YES,No,URBAN,ATTERIDGEVILLE,Atteridgeville,"(-25.7629818, 28.0748568)"
700910367,GT,FATLHOGANG PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.169609921,-25.395823718,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900013,PRETORIA,"4832, BLOCK B, REFENTSE, HAMMANSKRAAL, PRETORIA",127154007,YES,No,URBAN,REFENTSE,Refentse,"(-26.7226435, 27.0278578)"
700911541,GT,NTSWANE SECONDARY SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.188501138,-25.392713213,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900013,PRETORIA,"495, HAMMANSKRAAL/MABOPANE ROAD, DILOPYE VILLAGE, HAMMANSKRAAL, PRETORIA",681176426,YES,No,URBAN,DILOPYE,Dilopye,"(-25.3822222, 28.1933333)"
700232082,GT,PATOGENG PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.06976665,-25.77923576,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900062,PRETORIA,"30, KHUDU STREET, ATTERIDGEVILLE, PRETORIA",123738810,YES,No,URBAN,ATTERIDGEVILLE,Atteridgeville,"(-25.7629818, 28.0748568)"
700210682,GT,LAERSKOOL DU PREEZ VAN WYK,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.737923673,-25.809445137,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900105,BRONKHORSTSPRUIT,"48, BOTHA STREET, ERASMUS, BRONKHORSTSPRUIT, BRONKHORSTSPRUIT",139320078,YES,Yes,URBAN,ERASMUS,Erasmus,"(-25.60898524, 28.05938387)"
700220996,GT,PULA-DIFATE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.37614253,-25.71251805,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900023,PRETORIA,"13416, TSAMAYA ROAD, MAMELODI, MAMELODI, PRETORIA",128126045,YES,No,URBAN,MAMELODI,Mamelodi,"(-25.7158053, 28.3808295)"
700231803,GT,JJ DE JONG PRIMARY SHCOOL SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.07813709,-25.76351144,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900051,PRETORIA,"25, TLALE STREET, ATTERIDGEVILLE, PRETORIA",123738613,YES,No,URBAN,ATTERIDGEVILLE,Atteridgeville,"(-25.7629818, 28.0748568)"
700221036,GT,RETHAKGETSE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.39042,-25.706322,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900018,PRETORIA,"15674, SECOND STREET, MAMELODI EAST, MAMELODI, PRETORIA",128150063,YES,No,URBAN,MAMELODI,Mamelodi,"(-25.7158053, 28.3808295)"
700910126,GT,BODUBELO PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,27.976656754,-25.587639725,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900030,PRETORIA,"1, MOKGOKO STREET, ZONE 16, GA-RANKUWA, PRETORIA",127033486,YES,No,URBAN,GA-RANKUWA,Ga-Rankuwa,"(-25.6041667, 28.0052778)"
700232090,GT,PEPPS MOTHEONG PRIMARY SCHOOL,OPEN,INDEPENDENT,PRIMARY SCHOOL,ORDINARY,28.087636,-25.763461,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900051,PRETORIA,"3, KHOZA STREET, , ATTERIDGEVILLE, PRETORIA",123736201,NO,Yes,URBAN,ATTERIDGEVILLE,Atteridgeville,"(-25.7629818, 28.0748568)"
700910825,GT,LEBONENG PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.265008334,-25.36607234,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900075,HAMMASKRAAL,"3249, LEBONENG, TEMBA, , HAMMASKRAAL",129439207,YES,No,URBAN,TEMBA,Temba,"(-25.3802778, 28.2630556)"
700230854,GT,ERASMIA PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.09598173,-25.8138671,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900061,CENTURION,"570, CNR ELI & BODENSTEIN, ERASMIA, ERASMIA, CENTURION",123702450,YES,Yes,URBAN,ERASMIA,Erasmia,"(-25.8123747, 28.0944415)"
700230318,GT,HOËR TEGNIESE SKOOL PRETORIA-TUINE,OPEN,PUBLIC,SECONDARY SCHOOL,TECHNICAL,28.13206386,-25.7186582,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900055,PRETORIA,"1025, COMMERCIAL STREET, PRETORIA-TUINE, , PRETORIA",123792181,YES,Yes,URBAN,PRETORIA CENTRAL,Pretoria Central,"(-25.7518426, 28.1899743)"
700910568,GT,ITIRELENG PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.264548197,-25.373896635,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900074,PRETORIA,"2474, BABELEGI ROAD, TEMBA, HAMMANSKRAAL, PRETORIA",661820390,YES,No,URBAN,TEMBA,Temba,"(-25.3802778, 28.2630556)"
700230904,GT,LAERSKOOL JOPIE FOURIE,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.184810067,-25.763483926,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900060,PRETORIA,"283, 5TH AVENUE, SALVOKOP, PRETORIA",813867552,YES,Yes,URBAN,SALVOKOP,Salvokop,"(-25.7611111, 28.1861111)"
700232157,GT,PRETORIA MUSLIM SCHOOL,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.0947656,-25.79649713,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900061,PRETORIA,"1, CORUNDUM STREET, , LAUDIUM, PRETORIA",123743185,NO,Yes,URBAN,LAUDIUM,Laudium,"(-25.7877778, 28.1022222)"
700911556,GT,NM TSUENE HIGH SCHOOL,OPEN,PUBLIC,SECONDARY SCHOOL,ORDINARY,28.0182321,-25.59546511,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900032,PRETORIA,"4221, MOTSUMINYANA STREET, , GA-RANKUWA, PRETORIA",780147442,YES,No,URBAN,GA-RANKUWA,Ga-Rankuwa,"(-25.6041667, 28.0052778)"
